Nome,Descricao
Sombra Atormentada,"Morgana conjura uma sombra amaldiçoada em uma área, causando dano aos inimigos que ousarem permanecer em seu círculo sombrio. Eles sofrem Dano Mágico ao longo do tempo, que aumenta quanto mais suas Vidas estiverem baixas."
Escudo Negro,Morgana abençoa um aliado com uma barreira protetora de fogo estelar que absorve Dano Mágico e efeitos de desarme até que quebre.
Grilhões da Alma,"Morgana libera a força total de seu poder celestial conforme desprende suas asas e flutua acima do chão. Ela lança correntes de dor sombria nos Campeões inimigos próximos, ganhando Velocidade de Movimento em direção a eles. As correntes causam redução de velocidade e um dano inicial e, depois de um intervalo, atordoarão aqueles que não conseguirem quebrá-las."
Miss Fortune,a Caçadora de Recompensas
Nami,a Conjuradora das Marés
Maré Oscilante,"Quando as Habilidades de Nami atingem Campeões aliados, eles recebem Velocidade de Movimento por um curto período."
Prisão Aquática,"Lança uma bolha na área-alvo, causando dano e atordoando todos os inimigos ao impacto."
Vazante e Fluxo,"Desfere um jato de água que salta entre Campeões aliados e inimigos, curando os aliados e causando dano aos inimigos."
Bênção da Conjuradora,Fortalece um Campeão aliado por uma curta duração. Os ataques básicos e habilidades do aliado causam Dano Mágico adicional e reduzem a velocidade do alvo.
Maré Violenta,"Invoca uma grande Maré Violenta que arremessa ao ar, reduz a velocidade e causa dano aos inimigos atingidos. Aliados atingidos recebem o efeito dobrado de Maré Oscilante."
Batida do Amor,Miss Fortune causa Dano Físico adicional sempre que usar um ataque básico em um novo alvo.
Dois por Um,"Miss Fortune dispara contra um inimigo, causando dano a ele e a um alvo atrás dele. Ambos os acertos também podem aplicar Batida do Amor."
Desfilando,"Miss Fortune ganha Velocidade de Movimento passivamente quando não está sendo atacada. Esta habilidade pode ser ativada para conceder Velocidade de Ataque adicional por um curto período. Enquanto está em Tempo de Recarga, Batida do Amor reduz o Tempo de Recarga restante de Desfilando."
Chuva de Disparos,"Miss Fortune revela uma área com uma saraivada de balas, causando ondas de dano e reduzindo a velocidade dos oponentes."
Metendo Bala,"Miss Fortune canaliza uma saraivada de balas em formato de cone à sua frente, causando muito dano aos inimigos. Cada remessa de Metendo Bala pode causar Acerto Crítico."
Master Yi,o Espadachim Wuju
Ataque duplo,"A cada alguns ataques básicos consecutivos, Master Yi ataca duas vezes."
Ataque Alpha,"Master Yi se teleporta pelo campo de batalha tão rápido que não pode ser visto, causando Dano Físico a várias unidades pelo caminho enquanto fica inalvejável. O Ataque Alpha pode causar Acerto Crítico e Dano Físico adicional contra monstros. Ataques básicos reduzem o Tempo de Recarga de Ataque Alpha."
Meditar,"Master Yi rejuvenesce seu corpo com a força da mente, restaurando Vida e recebendo dano reduzido por um curto período. Além disso, ele recebe acúmulos de Ataque Duplo e pausa a duração restante de Estilo Wuju e de Highlander para cada segundo de canalização."
Estilo Wuju,Concede Dano Verdadeiro adicional em ataques básicos.
Highlander,"Master Yi se movimenta com extrema agilidade, aumentando temporariamente suas Velocidades de Ataque e de Movimento, tornando-se imune a todos os efeitos de Lentidão. Abates ou assistências de Campeões estendem a duração de Highlander enquanto a habilidade estiver ativa. Reduz passivamente o Tempo de Recarga das outras habilidades a cada abate ou assistência."
Maokai,o Ente Sinistro
Seiva Mágica,"O ataque básico de Maokai também concede cura a ele com um Tempo de Recarga moderado. Sempre que ele conjurar uma habilidade ou for atingido por uma habilidade inimiga, o Tempo de Recarga da cura é reduzido."
Esmagamento Espinhoso,"Maokai empurra inimigos próximos para trás com uma onda de choque, causando Dano Mágico e redução de velocidade."
Avanço Retorcido,"Maokai se transforma em uma massa de raízes ambulante, ficando inalvejável e avançando até o alvo. Ao chegar, ele enraíza o alvo."
Atirar Mudas,"Maokai arremessa uma muda na área-alvo para ficar de guarda, sendo mais eficiente em arbustos."
Garras da Natureza,"Maokai invoca uma parede colossal de espinhos que avança lentamente, causando dano e enraizando inimigos no caminho."
Malzahar,o Profeta do Vazio
Oscilação do Vazio,"Caso não tenha sofrido dano ou efeitos de Controle de Grupo recentemente, Malzahar recebe uma enorme redução de dano e imunidade a Controles de Grupo, que duram um curto período após sofrer dano."
Chamado do Vazio,"Malzahar abre dois portais para o Vazio. Depois de um breve intervalo, eles disparam projéteis que causam Dano Mágico e silenciam Campeões inimigos."
Enxame do Vazio,Malzahar invoca Voidlings para atacar inimigos próximos.
Visões Maléficas,"Malzahar infecta a mente de seu alvo com visões cruéis de sua própria morte, causando dano ao longo do tempo. Usar as outras habilidades de Malzahar no alvo reiniciará o efeito.

Se o alvo for abatido enquanto afligido pelas visões, elas são transmitidas para uma unidade inimiga próxima e Malzahar recebe Mana. Os Voidlings de Malzahar são atraídos para as unidades afetadas."
Aperto Ínfero,Malzahar canaliza a essência do Vazio para suprimir o Campeão-alvo sobre uma área de energia negativa.
Malphite,o Fragmento do Monolito
Lulu,a Fada Feiticeira
"Pix, o Silfo Companheiro","Pix faz disparos de energia mágica sempre que o Campeão que estiver seguindo atacar outra unidade inimiga. Os disparos seguem o inimigo, mas podem ser interceptados por outras unidades."
Lança-Purpurina,Pix e Lulu disparam um raio de energia mágica que causa dano e muita Lentidão aos inimigos atingidos.
Caprichos,"Se conjurada sobre um aliado, ela lhe concede Velocidade de Movimento por um curto período de tempo. Se lançado sobre um inimigo, ele é transformado em um adorável bichinho que não pode atacar nem lançar feitiços."
"Socorro, Pix!","Se conjurada em um aliado, ordena para que Pix pule nele e o proteja. Ela em seguida o segue e ajuda com seus ataques. Se conjurada em um inimigo, ordena para que Pix pule nele e o atinja. Ela o segue e lhe concede visão do inimigo."
Crescimento Virente,"Lulu aumenta o tamanho de um aliado, arremessando ao ar inimigos próximos e concedendo ao aliado uma grande quantidade de Vida adicional. Pelos próximos segundos, tal aliado recebe uma aura que reduz a velocidade de inimigos próximos."
Lux,a Dama da Luz
Iluminação,"As habilidades de dano de Lux carregam o alvo com energia por alguns segundos. O próximo ataque de Lux incendeia a energia, causando Dano Mágico adicional (com base no nível de Lux) ao alvo."
Ligação da Luz,Lux atira uma esfera de luz que se prende e causa dano em até duas unidades inimigas.
Barreira Prismática,"Lux lança sua varinha e uma luz envolve todos os aliados atingidos, protegendo-os contra dano inimigo."
Singularidade Lucente,"Dispara uma luz irregular em uma área, reduzindo a velocidade de inimigos próximos. Lux pode detoná-la para causar dano aos inimigos na área de ação."
Lucian,o Purificador
Disparo Iluminado,"Sempre que Lucian usa uma habilidade, seu próximo ataque terá disparo duplo. Ao ser fortalecido por um aliado, os próximos 2 ataques básicos de Lucian causarão Dano Mágico adicional."
Luz Perfurante,Lucian faz um disparo de luz perfurante através de um alvo.
Chama Ardente,"Lucian dispara um projétil que explode em formato de estrela, marcando e revelando brevemente os inimigos. Ele recebe Velocidade de Movimento por atacar inimigos marcados."
Perseguição Implacável,Lucian avança rapidamente uma curta distância. Disparo Iluminado reduz o Tempo de Recarga de Perseguição Implacável.
O Expurgo,Lucian desfere uma torrente de disparos de suas armas.
Lissandra,a Bruxa Gélida
Submissão Glacinata,"Quando um Campeão inimigo morre próximo a Lissandra, ele vira um Servo Congelado. Servos Congelados reduzem a velocidade de inimigos próximos e, depois de um intervalo, estilhaçam devido ao frio intenso, causando Dano Mágico a alvos próximos."
Estilhaço de Gelo,"Arremessa uma lança de gelo que se estilhaça ao atingir um inimigo, causando Dano Mágico e reduzindo sua Velocidade de Movimento. Os estilhaços atravessam o alvo, causando o mesmo dano a outros inimigos atingidos."
Círculo Ártico,"Prende inimigos próximos em gelo, causando-lhes Dano Mágico e enraizando-os."
Caminho Glacial,Lissandra cria uma garra de gelo que causa Dano Mágico. Reativar essa habilidade transporta Lissandra ao local atual da garra.
Túmulo Congelado,"Se conjurada em um Campeão inimigo, o alvo será congelado e atordoado. Se conjurada em Lissandra, ela se protege em um bloco de gelo sombrio, curando a si mesma enquanto fica inalvejável e invulnerável. Em seguida, o gelo sombrio emana a partir do alvo, causando Dano Mágico e reduzindo a Velocidade de Movimento de inimigos."
Escudo de Granito,"Malphite está protegido por uma camada de rocha que absorve dano equivalente a até 10% de sua Vida máxima. Se Malphite não for atingido por alguns segundos, o efeito é recarregado."
Fragmento Sísmico,"Malphite arremessa um fragmento de terra no inimigo através do chão, causando dano ao impacto e roubando Velocidade de Movimento por 3s."
Trovoada,"Malphite ataca com tamanha força que cria uma onda sônica. Pelos próximos segundos, seus ataques criam ondas de choque em sua frente."
Estrondar Terreno,"Malphite golpeia o chão, enviando uma onda de choque que causa Dano Mágico com base em sua Armadura e reduz a Velocidade de Ataque dos inimigos por um curto período."
Força Incontrolável,"Malphite se arremessa em alta velocidade até um local, causando dano aos inimigos e Arremessando-os ao ar."
Centelha Final,"Após acumular energia, Lux dispara um feixe de luz que causa dano a todos os inimigos na área. Além disso, ativa a habilidade passiva de Lux e reinicia a duração do efeito de Iluminação."
Lillia,o Florir Receoso
Ramo Onírico,Atingir um Campeão ou monstro com uma habilidade causa dano adicional com base na Vida máxima do alvo ao longo do tempo.
Golpes Florescentes,Lillia ganha acúmulos de Velocidade de Movimento passivamente ao atingir inimigos com habilidades. Ela pode ativar esta habilidade para causar Dano Mágico aos inimigos próximos e Dano Verdadeiro adicional na porção externa do círculo.
Cuidado! Iiip!,"Lillia causa dano em uma área próxima, com dano amplificado no centro."
Semente Espiral,"Lillia lança uma semente que causa dano e reduz a velocidade dos inimigos atingidos. Caso não atinja nada, Semente Espiral continuará avançando até colidir com uma parede ou alvo."
Cadência de Ninar,Todos os inimigos com Pó dos Sonhos são afetados por Sonolência e adormecem em seguida. Esses inimigos sofrem dano adicional se forem acordados de forma abrupta por dano.
Leona,a Alvorada Radiante
Luz do Sol,"Habilidades que causam dano atingem os inimigos com Luz do Sol por 1,5s. Quando Campeões aliados causam dano a esses alvos, a Luz do Sol é consumida para causar Dano Mágico adicional."
Proteção da Aurora,"Leona usa seu escudo para fazer seu próximo ataque básico, causando Dano Mágico adicional e atordoando o alvo."
Eclipse,"Leona ergue seu escudo para receber redução de dano, Armadura e Resistência Mágica. Quando a duração chegar ao fim, caso haja inimigos próximos, ela causará Dano Mágico a eles e prolongará a duração do efeito."
Lâmina Zênite,"Leona projeta uma imagem solar da sua espada, causando Dano Mágico a todos os inimigos em uma fila. Quando a imagem some, o último campeão inimigo a ser acertado fica imobilizado por um curto periodo e Leona o ataca."
Lee Sin,o Monge Cego
Agitação,"Após Lee Sin usar uma habilidade, seus próximos 2 ataques básicos recebem Velocidade de Ataque e recuperam Energia."
Onda Sônica / Ataque Ressonante,"Onda Sônica: Lee Sin projeta uma onda sonora para localizar seus inimigos, causando Dano Físico ao primeiro que encontrar. Se Onda Sônica atingir um inimigo, Lee Sin pode conjurar Ataque Ressonante nos próximos 3 segundos.
Ataque Ressonante: Lee Sin avança no inimigo atingido por Onda Sônica, causando Dano Físico baseado na Vida perdida do alvo."
Proteger / Vontade de Ferro,"Proteger: Lee Sin avança até um alvo aliado, protegendo a si mesmo do dano. Se o aliado for um Campeão, ele também é protegido. Após usar Proteger, Lee Sin pode conjurar Vontade de Ferro dentre os próximos 3 segundos.
Vontade de Ferro: O treinamento intenso de Lee Sin permite que ele fique mais resistente em combate. Por 4 segundos, ele recebe Roubo de Vida e Vampirismo Mágico."
Tempestade / Mutilar,"Tempestade: Lee Sin golpeia o chão, enviando uma onda de choque que causa Dano Mágico e revela unidades inimigas atingidas. Se Tempestade atingir um inimigo, Lee Sin pode conjurar Mutilar nos próximos 3s.
Mutilar: Lee Sin mutila inimigos próximos que tenham sido atingidos por Tempestade, reduzindo a Velocidade de Movimento deles por 4s. A Velocidade de Movimento é recuperada gradualmente ao longo da duração."
Fúria do Dragão,"Lee Sin executa um poderoso chute giratório, arremessando seu alvo para trás e causando Dano Físico ao alvo e a qualquer inimigo com quem ele colidir. Esses inimigos são lançados ao ar durante um curto período. Essa técnica foi ensinada a ele por Jesse Perring, mas Lee Sin não chuta os jogadores para fora do mapa."
LeBlanc,a Farsante
Imagem-Espelho,"Quando a Vida de LeBlanc está abaixo de 40%, ela fica invisível por 1s e cria uma Imagem-Espelho que não causa dano e dura até 8s."
Sigilo de Malícia,"LeBlanc projeta um Sigilo, causando dano e marcando o alvo por 3,5s. Causar dano ao alvo marcado com qualquer habilidade detona o Sigilo, causando dano adicional."
Distorção,"LeBlanc avança até um local, causando dano aos inimigos próximos de seu destino. Pelos próximos 4s, ativar Distorção novamente faz com que LeBlanc retorne até sua posição inicial."
Correntes Etéreas,"LeBlanc lança uma corrente que prende a primeira unidade atingida. Se o alvo permanecer preso por 1,5s, ele é enraizado e sofre dano adicional."
Mímica,Leblanc conjura uma versão copiada de uma de suas habilidades.
Kog'Maw,a Boca do Abismo
Surpresa Icathiana,"Ao morrer, Kog'Maw explode depois de 4s, causando Dano Verdadeiro a inimigos próximos."
Cusparada Cáustica,"Kog'Maw dispara um projétil corrosivo que causa Dano Mágico, corroendo a Armadura e Resistência Mágica do alvo por um curto período de tempo. Kog'Maw também recebe Velocidade de Ataque adicional."
Kled,o Cavaleiro Intratável
"Skaarl, a Lagarto Covarde","Kled fica em sua possante montaria, Skaarl, que toma dano por ele. Quando a Vida dela acaba, Kled desmonta.

Enquanto desmontado, as habilidades de Kled mudam e ele causa menos dano a Campeões. Kled pode restaurar a coragem de Skaarl ao enfrentar inimigos. Quando a coragem chega ao máximo, Kled volta a montar em Skaarl com uma parte de sua Vida."
Armadilha na Corda,"Kled arremessa uma armadilha de urso que causa dano e se prende a um Campeão inimigo. Caso fique preso por um curto período, o alvo recebe Dano Físico adicional e é puxado em direção a Kled.

Quando desmontado, esta habilidade é substituída por Pistola de Bolso, um disparo a distância que empurra Kled para trás e restaura coragem."
Tendências Violentas,Kled recebe muita Velocidade de Ataque por quatro ataques. O quarto ataque causa mais dano.
Justar,"Kled avança, causando Dano Físico e recebendo um breve surto de velocidade. Ele pode conjurar esta habilidade novamente para recuar através do alvo inicial, causando a mesma quantidade de dano."
Avançaaaaaaar!!!,"Kled e Skaarl avançam em direção a um local, deixando um rastro que concede velocidade e criando um escudo. Skaarl marca e vai de encontro ao primeiro Campeão inimigo encontrado."
Jarvan IV,o Exemplo de Demacia
Cadência Marcial,O primeiro ataque básico de Jarvan a um inimigo causa Dano Físico adicional com base na Vida atual dele. Este efeito não ocorrerá no mesmo inimigo novamente por alguns segundos.
Ataque do Dragão,"Jarvan IV estende sua lança, causando Dano Físico e reduzindo a Armadura de inimigos atingidos. Além disto, ela puxará Jarvan na direção de seu Estandarte Demaciano, arremessando inimigos em seu trajeto ao ar."
Égide de Ouro,Jarvan IV invoca os antigos reis de Demacia para protegê-lo do perigo e atrasar os inimigos próximos.
Estandarte Demaciano,"Jarvan IV carrega o orgulho de Demacia, recebendo passivamente Velocidade de Ataque adicional. Ativar o Estandarte Demaciano permite a Jarvan IV posicionar uma bandeira demaciana que causa Dano Mágico e concede Velocidade de Ataque a campeões aliados próximos."
Cataclisma,"Jarvan IV heroicamente salta em direção ao alvo com força o suficiente para deformar o terreno, criando uma arena ao seu redor. Os inimigos próximos recebem dano no momento do impacto."
Janna,a Fúria da Tormenta
Brisa de Impulso,"Janna recebe Velocidade de Movimento adicional passivamente, e os Campeões aliados próximos recebem esse efeito quando se movem em direção a ela.

Além disso, os Ataques de Janna causam Dano Mágico adicional com base em sua Velocidade de Movimento adicional."
Ventania Uivante,"Através de uma alteração pontual de temperatura e pressão, Janna consegue criar uma pequena tempestade que cresce em tamanho ao longo do tempo. Ela pode ativar a habilidade novamente para desferir a tempestade. Ao ser desferida, a tempestade se desloca em linha reta na direção em que foi conjurada, causando dano e arremessando ao ar quaisquer inimigos em seu caminho."
Zéfiro,Janna invoca um elemental do ar que aumenta passivamente sua Velocidade de Movimento e permite que ela atravesse unidades. Ela também pode ativar essa habilidade para causar dano e Lentidão a um inimigo. O efeito passivo é perdido enquanto a habilidade estiver em Tempo de Recarga.
Olho da Tempestade,Janna conjura uma ventania defensiva que protege um Campeão ou torre aliada do dano recebido e aumenta seu Dano de Ataque.
Labareda Solar,"Leona invoca um raio de energia solar do céu, causando dano aos inimigos em uma área. Inimigos no centro da área são atordoados, enquanto inimigos próximos à extremidade sofrem redução de velocidade."
Barragem Bio-Arcana,Os ataques de Kog'Maw recebem alcance estendido e causam um percentual da Vida máxima do alvo como Dano Mágico.
Gosma do Vazio,"Kog'Maw lança uma gosma que causa dano em todos os inimigos pelos quais ela passa, deixando um rastro que reduz a velocidade de inimigos que ficarem sobre ela."
Artilharia Viva,"Kog'Maw dispara uma cápsula de artilharia a uma grande distância, causando Dano Mágico (aumentado drasticamente em inimigos com pouca Vida) e revelando alvos não invisíveis. Além disso, mais de uma Artilharia Viva em um curto período de tempo faz com que custem Mana adicional."
Monção,"Janna se cerca de uma tempestade mágica, empurrando inimigos para trás. Assim que a tempestade se estabelece, ventos suaves curam os aliados próximos enquanto a habilidade estiver ativa."
Ivern,o Pai do Verde
Amigo da Floresta,"Ivern não pode atacar ou ser atacado por monstros não épicos, mas pode criar bosques mágicos que crescem ao longo do tempo em acampamentos da selva. Quando o crescimento do bosque terminar, Ivern pode libertar os monstros para receber ouro e experiência. Depois do nível 5, Ivern também pode compartilhar efeitos da selva com seus aliados."
Encantador de Raízes,"Ivern conjura uma vinha, causando dano e enraizando os alvos inimigos atingidos. Os aliados de Ivern podem avançar rapidamente em direção ao alvo enraizado."
Irelia,a Dançarina das Lâminas
Illaoi,a Sacerdotisa Cráquem
Profetisa de um Deus Ancião,"Illaoi e os Recipientes que ela cria fazem surgir Tentáculos em terreno intransponível próximo. Tentáculos golpeiam espíritos, Recipientes e vítimas da Lição Dura de Illaoi. Tentáculos causam Dano Físico a inimigos atingidos e curarão Illaoi caso atinjam um Campeão."
Golpe de Tentáculo,"Aumenta o dano causado por Tentáculos. Quando ativada, Illaoi golpeia com um Tentáculo que causa Dano Físico."
Lição Dura,"Illaoi salta em direção a seu alvo, causando Dano Físico e fazendo com que Tentáculos próximos também golpeiem o alvo."
Teste de Espírito,"Illaoi arranca o espírito do corpo de um inimigo, forçando-o a permanecer perante ela. Espíritos ecoam um percentual do dano que recebem ao alvo original. Se abatido, ou caso se afaste muito do espírito, o alvo se transforma em um Recipiente e inicia o surgimento de Tentáculos."
Salto de Fé,"Illaoi golpeia o chão com seu ídolo, causando Dano Físico a inimigos próximos. Um Tentáculo surge para cada campeão atingido."
Heimerdinger,o Inventor Idolatrado
Afinidade Hextec,Recebe Velocidade de Movimento enquanto próxima a torres aliadas e torres posicionadas por Heimerdinger.
Torre Evolutiva H-28G,Heimerdinger posiciona um canhão-torre automático equipado com um ataque secundário de feixes perfurantes (canhões causam metade do dano a torres).
Micro-Mísseis Hextec,Heimerdinger dispara mísseis de longo alcance que convergem na direção do cursor.
Granada de Tempestade de Elétrons CH-2,"Heimerdinger lança uma granada em um local, causando dano a unidades inimigas, atordoando todos que forem diretamente atingidos e deixando as unidades próximas lentas."
MELHORIA!!!,"Heimerdinger inventa um aprimoramento, fazendo com que sua próxima habilidade tenha efeitos adicionais. "
Gwen,A Costureira Encantada
Mil Retalhos,Os Ataques de Gwen causam Dano Mágico adicional com base na Vida do alvo. Ela se cura em parte do dano causado a Campeões com esse efeito. 
Corte e Recorte,"Gwen corta uma área em cone até seis vezes com a tesoura, causando Dano Mágico. Ela causa Dano Verdadeiro às unidades atingidas no centro e aplica a Passiva a cada corte."
Névoa Sagrada,Gwen invoca uma Névoa que a protege dos inimigos que estiverem do lado de fora. Ela só pode ser alvejada por inimigos que entrarem na área da Névoa.
Avanço Afiado,"Gwen avança por uma curta distância e ganha Velocidade de Ataque, Alcance de Ataque e Dano Mágico ao contato por alguns segundos. Se ela atingir um inimigo durante esse período, o Tempo de Recarga da Habilidade será parcialmente restituído. "
Ponto-Cruz,"Gwen arremessa uma agulha que causa Dano Mágico e Lentidão, aplicando Mil Retalhos aos Campeões atingidos. 

A Habilidade pode ser conjurada mais duas vezes, e cada conjuração arremessa agulhas adicionais e causa mais dano. Gwen deve atingir um inimigo a cada conjuração para habilitar a próxima. "
Graves,o Foragido
Nova Destino,A escopeta de Graves tem algumas propriedades únicas. Ele precisa recarregar quando sua munição acaba. Ataques disparam 4 projéteis que não podem atravessar unidades. Não Campeões atingidos por mais de um projétil são empurrados para trás.
Fim da Linha,"Graves dispara um projétil explosivo que detona após 2s, ou 0,2s caso atinja terreno."
Cortina de Fumaça,"Graves atira uma bomba de fumaça na área-alvo, criando uma nuvem de fumaça que reduz o alcance de visão. Inimigos atingidos no impacto inicial sofrem Dano Mágico e têm sua Velocidade de Movimento reduzida por um curto período de tempo."
Saque Rápido,"Graves avança em linha reta, recebendo Armadura adicional por muitos segundos. Se Graves avançar em direção a um Campeão inimigo, ele recebe dois acúmulos de Bravura Indômita. Atingir inimigos com ataques básicos reduz o Tempo de Recarga dessa habilidade e redefine o efeito de resistência."
Efeito Colateral,"Graves atira um projétil explosivo que causa muito dano ao primeiro campeão que acertar. Após atingir um campeão ou chegar ao seu alcance máximo, o projétil explode, causando dano em uma área em cone."
Hecarim,a Sombra da Guerra
Caminho da Guerra,Hecarim recebe Dano de Ataque equivalente a um percentual de sua Velocidade de Movimento adicional.
Enfurecido,"Hecarim golpeia inimigos próximos, causando Dano Físico. Caso ele cause dano a ao menos um inimigo, os usos subsequentes da habilidade causam mais dano e têm menor Tempo de Recarga."
Espírito do Pavor,Hecarim causa Dano Mágico a inimigos próximos por um curto período de tempo. Hecarim recebe Vida igual a um percentual de qualquer dano que esses inimigos receberem.
Ataque Devastador,Hecarim recebe Velocidade de Movimento crescente e ignora colisão com unidades por um curto período. O próximo Ataque dele empurra o alvo e causa Dano Físico adicional com base na distância percorrida desde a ativação da Habilidade.
Massacre das Sombras,"Hecarim invoca cavaleiros espectrais e avança, causando Dano Mágico em linha reta. Hecarim desfere uma onda de choque ao terminar o ataque, fazendo com que inimigos próximos se afastem aterrorizados."
Gragas,o Badernista
Happy Hour,Gragas cura a si mesmo periodicamente após utilizar uma habilidade.
Jogar o Barril,"Gragas rola seu barril até um local, podendo ativá-lo novamente para explodir. Caso isso não aconteça, o barril explodirá sozinho após 4s. A potência da explosão aumenta ao longo do tempo. Os inimigos atingidos pela explosão sofrem Lentidão."
Fúria da Bebedeira,"Gragas entorna a bebida de seu barril garganta abaixo, canalizando por 1 segundo. Ao terminar, ele fica torpecidamente poderoso, causando mais dano em seu próximo ataque básico e reduzindo o dano recebido."
Barrigada,"Gragas avança em direção a um local e colide com a primeira unidade inimiga que encontrar, causando dano a todas as unidades inimigas próximas e atordoando-as."
Formação de Arbustos,"Dentro de arbustos, os ataques de Ivern causam Dano Mágico adicional. Ivern pode ativar esta habilidade para criar um pedaço de arbusto."
Semente Engatilhada,"Ivern posiciona um escudo em um aliado, que explode após um curto período de tempo, causando dano a inimigos."
Margarida!,"Ivern invoca sua amiga Margarida para lutar com ele. Ela lança ondas de choque, caso ataque o mesmo Campeão três vezes seguidas."
Fervor Ioniano,"Quando Irelia acerta inimigos com suas habilidades, ela ganha acúmulo de Velocidade de Ataque adicional. Ao atingir o máximo de acúmulos, Irelia também ganha dano adicional ao contato."
Surto da Lâmina,"Irelia avança para atingir o seu alvo e cura a si mesma. Se ele estiver marcado ou for abatido com Surto da Lâmina, o Tempo de Recarga será restaurado."
Dança Desafiadora,Irelia carrega um golpe que causa mais dano conforme o carregamento. Ela também recebe Dano Físico reduzido durante esse carregamento.
Dueto Impecável,"Irelia lança duas lâminas que convergem uma em direção à outra. Inimigos no fogo cruzado sofrem dano, ficam atordoados e são marcados."
Lâmina da Vanguarda,"Irelia lança uma série de lâminas que explodem ao atingir um Campeão inimigo. Inimigos atingidos pelas lâminas sofrem dano e são marcados. Depois, as lâminas formam uma parede que causa dano e reduz a velocidade dos inimigos que a atravessarem."
Barril Explosivo,"Gragas arremessa seu barril em um local, causando dano e afastando os inimigos pegos no raio da explosão."
Gnar,o Yordle Pré-Histórico
Fúria Genética,"Enquanto está em combate, Gnar gera Fúria. Quando atinge o máximo de Fúria, sua próxima habilidade o transformará em Mega-Gnar, concedendo mais condições de sobrevivência e acesso a novas habilidades."
Bumerangue / Pedregulho,"Gnar lança um bumerangue que causa dano e Lentidão a inimigos que atinge antes de retornar a ele. Caso apanhe o bumerangue, seu Tempo de Recarga é reduzido.

Mega Gnar arremessa um pedregulho que para na primeira unidade atingida, causando dano e Lentidão a tudo o que estiver próximo. Em seguida, ele pode ser apanhado para reduzir o Tempo de Recarga."
Hiperativo / Safanão,"Os ataques e habilidades de Gnar o animam, causando dano adicional e concedendo Velocidade de Movimento.

Mega Gnar fica enfurecido demais para ficar hiperativo. Em vez disso, ele pode subir em duas patas e atingir a área à sua frente, atordoando inimigos em área."
Salto / Encontrão,"Gnar salta em um local e atinge a cabeça de qualquer unidade em que aterrissar, deslocando-se ainda mais.

Mega Gnar é grande demais para saltar e, em vez disso, aterrissa com força para quebrar o chão, causando dano em área ao seu redor."
GNAR!,"Mega Gnar joga tudo o que estiver próximo de si em uma direção escolhida, causando dano e Lentidão. Qualquer inimigo que atingir uma parede fica atordoado e recebe dano adicional."
Garen,o Poder de Demacia
Perseverança,"Se Garen não tiver sido atingido recentemente por dano ou habilidades inimigas, ele regenera um percentual de sua Vida total a cada segundo."
Acerto Decisivo,"Garen recebe um impulso de Velocidade de Movimento, libertando-se de todos os efeitos de Lentidão. Seu próximo ataque atinge uma área vital do inimigo, causando dano adicional e silenciando-o."
Coragem,"Garen aumenta sua Armadura e Resistência Mágica passivamente ao abater inimigos. Ele também pode ativar essa habilidade para receber um escudo e Tenacidade por um breve período, seguido de uma quantidade menor de redução de dano com maior duração."
Julgamento,"Garen gira rapidamente a espada ao redor do corpo dele, causando Dano Físico a inimigos próximos."
Justiça Demaciana,Garen evoca o Poder de Demacia para tentar executar um Campeão inimigo.
Gangplank,o Terror dos Doze Mares
Julgamento de Fogo,"Periodicamente, o ataque corpo a corpo de Gangplank deixará seu inimigo em chamas."
Negociarrr,"Dispara no alvo, saqueando ouro para cada abate de unidade."
Remover Escorbuto,Come fruta cítrica para curar efeitos de controle de grupo e restaurar Vida.
Barril de Pólvora,"Gangplank posiciona um Barril de Pólvora no local-alvo. Ele explodirá caso seja atacado, causando dano aos inimigos na área e reduzindo a Velocidade de Movimento deles."
Barragem de Canhão,"Gangplank sinaliza para que seu navio bombardeie uma área, causando dano e lentidão aos inimigos."
Fiddlesticks,o Terror Ancestral
Um Espantalho Inofensivo,O amuleto de Fiddlesticks é substituído por efígies do espantalho.
Aterrorizar,"Ao causar dano a inimigos com habilidades enquanto não estiver sendo visto ou alvejar um inimigo com Aterrorizar, Fiddlesticks inflige medo em uma unidade-alvo inimiga, fazendo com que fuja aterrorizada por um curto período."
Colheita Farta,"Fiddlesticks drena a Vida dos inimigos próximos, causando dano de execução adicional no fim da duração."
Ceifar,"Fiddlesticks ceifa uma área com sua foice, reduzindo a velocidade de movimento de todos os inimigos atingidos e silenciando os atingidos no centro do corte."
Tempestade de Corvos,"Uma revoada de corvos assassinos voa em volta de Fiddlesticks, causando dano por segundo a todas as unidades inimigas próximas."
Galio,o Colosso
Esmagada Colossal,"A cada poucos segundos, o próximo ataque básico de Galio causa Dano Mágico adicional em área."
Ventos de Guerra,Galio dispara duas rajadas de vento que convergem em um grande tornado e causam dano ao longo do tempo.
Escudo de Durand,"Galio carrega em postura defensiva, movendo-se lentamente. Ao soltar o carregamento, ele provocará e causará dano a inimigos próximos."
Soco Justiceiro,"Galio dá um passo para trás e avança, arremessando ao ar o primeiro Campeão com que colidir."
Entrada Heroica,"Galio marca a posição de um aliado como ponto de aterrissagem e concede um escudo mágico a todos os aliados na área. Após um intervalo, ele aterrissa no local, arremessando os inimigos próximos ao ar."
Fizz,o Trapaceiro das Marés
Lutador Ligeiro,Fizz pode se mover através de unidades e sofre uma quantidade fixa de dano reduzido de todas as origens.
